MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-456.856E-9,-517.083E-9,23.760E-9,-593.068E-9,-542.456E-9,49.667E-9,-770.678E-9,-554.341E-9,147.553E-9,-925.052E-9,-530.437E-9,204.976E-9,-1.379E-6,-510.940E-9,450.692E-9,-2.297E-6,-354.029E-9,766.384E-9,-6.293E-6,1.307E-6,2.476E-6
-457.790E-9,-518.285E-9,24.161E-9,-593.602E-9,-542.322E-9,47.998E-9,-773.082E-9,-557.345E-9,149.556E-9,-924.918E-9,-530.504E-9,205.043E-9,-1.377E-6,-509.471E-9,447.821E-9,-2.297E-6,-354.029E-9,765.716E-9,-6.293E-6,1.309E-6,2.477E-6
-458.992E-9,-516.816E-9,21.356E-9,-592.534E-9,-539.785E-9,45.260E-9,-772.815E-9,-560.083E-9,151.960E-9,-925.052E-9,-530.971E-9,204.842E-9,-1.376E-6,-505.732E-9,446.819E-9,-2.297E-6,-353.094E-9,765.850E-9,-6.293E-6,1.312E-6,2.479E-6
-459.793E-9,-516.081E-9,20.355E-9,-590.397E-9,-537.915E-9,42.990E-9,-774.684E-9,-564.356E-9,153.562E-9,-924.317E-9,-529.903E-9,204.041E-9,-1.372E-6,-503.862E-9,445.617E-9,-2.298E-6,-354.229E-9,765.516E-9,-6.293E-6,1.314E-6,2.481E-6
-462.331E-9,-514.679E-9,20.422E-9,-590.130E-9,-536.713E-9,42.723E-9,-774.150E-9,-567.695E-9,155.298E-9,-925.052E-9,-531.105E-9,205.109E-9,-1.371E-6,-502.527E-9,445.484E-9,-2.297E-6,-354.429E-9,766.918E-9,-6.292E-6,1.317E-6,2.482E-6
-462.998E-9,-516.682E-9,19.954E-9,-587.993E-9,-538.316E-9,39.384E-9,-774.083E-9,-569.364E-9,157.769E-9,-924.918E-9,-531.105E-9,206.044E-9,-1.370E-6,-501.058E-9,444.816E-9,-2.296E-6,-354.429E-9,766.317E-9,-6.292E-6,1.319E-6,2.482E-6
-464.601E-9,-515.881E-9,18.819E-9,-587.058E-9,-537.915E-9,39.384E-9,-774.951E-9,-571.835E-9,158.236E-9,-926.254E-9,-530.570E-9,205.643E-9,-1.368E-6,-499.589E-9,442.813E-9,-2.297E-6,-353.895E-9,766.651E-9,-6.293E-6,1.323E-6,2.482E-6
-465.803E-9,-514.679E-9,17.550E-9,-586.190E-9,-535.712E-9,36.580E-9,-774.684E-9,-573.971E-9,160.173E-9,-925.719E-9,-530.303E-9,204.642E-9,-1.366E-6,-497.452E-9,440.610E-9,-2.297E-6,-354.429E-9,766.117E-9,-6.293E-6,1.326E-6,2.484E-6
-465.803E-9,-516.281E-9,18.285E-9,-582.919E-9,-534.443E-9,37.782E-9,-776.554E-9,-578.111E-9,160.373E-9,-925.185E-9,-529.769E-9,205.243E-9,-1.367E-6,-496.651E-9,441.478E-9,-2.296E-6,-353.895E-9,765.983E-9,-6.293E-6,1.328E-6,2.485E-6
-467.405E-9,-515.080E-9,18.552E-9,-582.585E-9,-536.313E-9,36.580E-9,-776.888E-9,-579.179E-9,161.174E-9,-927.122E-9,-530.704E-9,204.642E-9,-1.365E-6,-497.853E-9,441.411E-9,-2.297E-6,-353.828E-9,766.718E-9,-6.292E-6,1.328E-6,2.486E-6
