MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-531.105E-9,-546.462E-9,72.903E-9,-627.655E-9,-554.875E-9,84.922E-9,-816.349E-9,-600.546E-9,198.833E-9,-958.704E-9,-550.067E-9,239.697E-9,-1.383E-6,-513.744E-9,457.369E-9,-2.312E-6,-370.721E-9,782.142E-9,-6.278E-6,1.326E-6,2.509E-6
-527.699E-9,-546.729E-9,73.237E-9,-627.254E-9,-554.942E-9,87.860E-9,-815.347E-9,-603.217E-9,199.434E-9,-957.769E-9,-550.335E-9,239.296E-9,-1.382E-6,-514.278E-9,458.838E-9,-2.313E-6,-371.856E-9,782.743E-9,-6.278E-6,1.326E-6,2.509E-6
-531.372E-9,-547.797E-9,72.770E-9,-625.919E-9,-554.875E-9,86.257E-9,-815.815E-9,-601.614E-9,201.237E-9,-958.704E-9,-551.269E-9,239.162E-9,-1.383E-6,-514.278E-9,459.506E-9,-2.313E-6,-371.389E-9,783.077E-9,-6.277E-6,1.326E-6,2.510E-6
-531.105E-9,-546.128E-9,73.237E-9,-625.652E-9,-554.741E-9,85.857E-9,-817.751E-9,-600.813E-9,197.431E-9,-958.971E-9,-551.336E-9,239.296E-9,-1.381E-6,-513.477E-9,461.242E-9,-2.312E-6,-371.255E-9,782.943E-9,-6.277E-6,1.327E-6,2.510E-6
-530.570E-9,-546.595E-9,73.571E-9,-625.785E-9,-553.940E-9,87.459E-9,-815.014E-9,-601.080E-9,199.501E-9,-957.903E-9,-551.937E-9,240.097E-9,-1.381E-6,-515.480E-9,458.304E-9,-2.313E-6,-371.923E-9,783.611E-9,-6.277E-6,1.327E-6,2.511E-6
-531.505E-9,-546.529E-9,72.636E-9,-626.053E-9,-553.740E-9,86.858E-9,-816.349E-9,-601.414E-9,198.833E-9,-957.970E-9,-551.737E-9,240.498E-9,-1.380E-6,-513.878E-9,459.639E-9,-2.313E-6,-370.855E-9,783.544E-9,-6.277E-6,1.328E-6,2.512E-6
-532.039E-9,-547.397E-9,72.236E-9,-625.385E-9,-553.540E-9,86.792E-9,-816.883E-9,-600.145E-9,199.501E-9,-957.903E-9,-551.670E-9,239.964E-9,-1.381E-6,-513.344E-9,459.105E-9,-2.313E-6,-371.122E-9,783.611E-9,-6.276E-6,1.328E-6,2.511E-6
-532.707E-9,-546.729E-9,74.038E-9,-625.251E-9,-553.139E-9,88.861E-9,-816.149E-9,-599.812E-9,199.634E-9,-958.971E-9,-550.935E-9,239.697E-9,-1.380E-6,-514.479E-9,459.038E-9,-2.312E-6,-371.255E-9,783.344E-9,-6.277E-6,1.329E-6,2.512E-6
-532.707E-9,-548.331E-9,73.037E-9,-625.785E-9,-553.272E-9,89.062E-9,-817.684E-9,-599.611E-9,199.367E-9,-957.502E-9,-551.670E-9,239.964E-9,-1.379E-6,-514.813E-9,459.372E-9,-2.312E-6,-370.988E-9,783.878E-9,-6.276E-6,1.329E-6,2.513E-6
-531.906E-9,-546.328E-9,72.636E-9,-625.452E-9,-551.136E-9,88.661E-9,-816.750E-9,-599.411E-9,200.035E-9,-959.172E-9,-551.737E-9,239.496E-9,-1.379E-6,-514.278E-9,460.841E-9,-2.312E-6,-371.055E-9,783.744E-9,-6.276E-6,1.329E-6,2.513E-6
-532.306E-9,-548.198E-9,73.437E-9,-624.450E-9,-551.937E-9,89.329E-9,-816.883E-9,-598.409E-9,199.367E-9,-956.701E-9,-551.803E-9,240.364E-9,-1.379E-6,-512.943E-9,460.574E-9,-2.312E-6,-371.656E-9,783.611E-9,-6.276E-6,1.329E-6,2.514E-6
-532.707E-9,-548.331E-9,72.837E-9,-624.049E-9,-552.538E-9,90.464E-9,-817.952E-9,-599.211E-9,197.831E-9,-956.968E-9,-551.937E-9,240.498E-9,-1.380E-6,-513.477E-9,462.043E-9,-2.313E-6,-371.055E-9,784.145E-9,-6.275E-6,1.329E-6,2.513E-6
-532.173E-9,-548.198E-9,73.838E-9,-625.652E-9,-553.005E-9,89.329E-9,-818.619E-9,-598.142E-9,198.966E-9,-958.838E-9,-552.071E-9,240.364E-9,-1.379E-6,-513.611E-9,460.841E-9,-2.313E-6,-372.057E-9,784.412E-9,-6.275E-6,1.329E-6,2.514E-6
-533.508E-9,-545.126E-9,73.037E-9,-624.049E-9,-552.338E-9,89.663E-9,-818.552E-9,-598.409E-9,199.634E-9,-959.372E-9,-551.336E-9,240.097E-9,-1.378E-6,-512.275E-9,460.441E-9,-2.312E-6,-371.255E-9,784.145E-9,-6.275E-6,1.330E-6,2.514E-6
-534.577E-9,-548.732E-9,72.770E-9,-624.584E-9,-552.071E-9,90.931E-9,-817.952E-9,-597.875E-9,199.634E-9,-958.704E-9,-551.937E-9,240.364E-9,-1.379E-6,-512.542E-9,459.506E-9,-2.312E-6,-371.923E-9,783.611E-9,-6.275E-6,1.330E-6,2.514E-6
-534.109E-9,-547.530E-9,72.837E-9,-624.049E-9,-552.137E-9,91.065E-9,-817.751E-9,-598.009E-9,199.634E-9,-958.170E-9,-551.336E-9,239.096E-9,-1.378E-6,-513.277E-9,460.841E-9,-2.312E-6,-372.057E-9,783.143E-9,-6.274E-6,1.330E-6,2.515E-6
-533.775E-9,-548.732E-9,71.568E-9,-624.851E-9,-552.071E-9,90.397E-9,-817.551E-9,-598.409E-9,197.898E-9,-958.037E-9,-551.403E-9,240.231E-9,-1.379E-6,-513.477E-9,459.639E-9,-2.312E-6,-371.523E-9,782.943E-9,-6.275E-6,1.330E-6,2.514E-6
-535.712E-9,-547.730E-9,72.636E-9,-624.450E-9,-552.939E-9,91.265E-9,-818.552E-9,-597.809E-9,197.230E-9,-959.572E-9,-551.937E-9,239.697E-9,-1.379E-6,-513.477E-9,459.639E-9,-2.313E-6,-371.456E-9,782.943E-9,-6.274E-6,1.331E-6,2.514E-6
-535.111E-9,-549.800E-9,71.968E-9,-623.782E-9,-552.071E-9,90.264E-9,-817.952E-9,-597.608E-9,197.898E-9,-958.704E-9,-552.071E-9,238.895E-9,-1.378E-6,-513.344E-9,459.506E-9,-2.312E-6,-372.057E-9,782.943E-9,-6.275E-6,1.331E-6,2.514E-6
-535.912E-9,-549.333E-9,71.434E-9,-624.450E-9,-551.937E-9,90.664E-9,-819.153E-9,-597.007E-9,196.429E-9,-957.369E-9,-551.536E-9,238.094E-9,-1.378E-6,-513.878E-9,458.838E-9,-2.312E-6,-372.057E-9,783.544E-9,-6.274E-6,1.331E-6,2.514E-6
-535.378E-9,-548.465E-9,70.767E-9,-624.316E-9,-551.670E-9,90.531E-9,-818.352E-9,-596.807E-9,196.963E-9,-956.835E-9,-551.269E-9,239.029E-9,-1.377E-6,-512.943E-9,458.571E-9,-2.313E-6,-371.656E-9,782.275E-9,-6.274E-6,1.331E-6,2.514E-6
-535.712E-9,-547.130E-9,71.234E-9,-625.051E-9,-551.136E-9,91.466E-9,-817.751E-9,-596.607E-9,197.431E-9,-958.971E-9,-551.536E-9,239.697E-9,-1.379E-6,-513.076E-9,459.239E-9,-2.312E-6,-371.856E-9,783.143E-9,-6.274E-6,1.331E-6,2.514E-6
