MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-558.481E-9,-545.394E-9,75.975E-9,-644.882E-9,-536.446E-9,95.071E-9,-824.629E-9,-570.499E-9,202.706E-9,-954.431E-9,-529.636E-9,247.175E-9,-1.370E-6,-490.775E-9,462.844E-9,-2.290E-6,-349.355E-9,784.679E-9,-6.261E-6,1.334E-6,2.507E-6
-560.751E-9,-542.923E-9,76.042E-9,-644.081E-9,-535.111E-9,93.869E-9,-825.764E-9,-569.965E-9,202.639E-9,-955.165E-9,-530.704E-9,246.908E-9,-1.368E-6,-492.244E-9,462.043E-9,-2.289E-6,-349.221E-9,784.546E-9,-6.260E-6,1.336E-6,2.508E-6
-558.347E-9,-544.058E-9,75.307E-9,-643.413E-9,-533.775E-9,96.674E-9,-824.362E-9,-569.698E-9,202.973E-9,-955.499E-9,-528.834E-9,247.175E-9,-1.368E-6,-491.576E-9,463.111E-9,-2.289E-6,-348.954E-9,784.145E-9,-6.258E-6,1.337E-6,2.509E-6
-558.347E-9,-544.325E-9,77.043E-9,-641.276E-9,-532.507E-9,96.273E-9,-822.759E-9,-569.164E-9,202.639E-9,-954.765E-9,-528.901E-9,246.507E-9,-1.369E-6,-491.643E-9,462.243E-9,-2.289E-6,-348.821E-9,784.746E-9,-6.256E-6,1.339E-6,2.511E-6
-557.145E-9,-542.856E-9,76.642E-9,-642.478E-9,-531.372E-9,96.407E-9,-822.893E-9,-569.297E-9,205.109E-9,-953.763E-9,-529.235E-9,247.976E-9,-1.367E-6,-492.110E-9,462.978E-9,-2.289E-6,-348.153E-9,784.412E-9,-6.255E-6,1.340E-6,2.511E-6
-557.746E-9,-543.724E-9,78.646E-9,-641.677E-9,-530.704E-9,96.473E-9,-822.358E-9,-568.363E-9,203.640E-9,-954.164E-9,-529.702E-9,247.709E-9,-1.366E-6,-492.044E-9,463.645E-9,-2.289E-6,-349.221E-9,785.347E-9,-6.254E-6,1.341E-6,2.512E-6
-558.347E-9,-543.390E-9,78.378E-9,-641.810E-9,-529.903E-9,98.143E-9,-821.691E-9,-568.363E-9,205.643E-9,-954.297E-9,-529.235E-9,248.777E-9,-1.366E-6,-492.378E-9,464.447E-9,-2.288E-6,-349.488E-9,785.480E-9,-6.253E-6,1.341E-6,2.514E-6
-557.946E-9,-543.324E-9,79.046E-9,-641.076E-9,-530.504E-9,98.877E-9,-820.556E-9,-568.563E-9,204.642E-9,-953.363E-9,-529.903E-9,247.909E-9,-1.365E-6,-493.646E-9,466.850E-9,-2.289E-6,-350.022E-9,785.948E-9,-6.253E-6,1.341E-6,2.515E-6
-557.813E-9,-543.524E-9,79.981E-9,-640.876E-9,-530.170E-9,98.143E-9,-821.691E-9,-567.561E-9,206.311E-9,-953.095E-9,-530.170E-9,249.579E-9,-1.365E-6,-493.045E-9,465.248E-9,-2.289E-6,-350.289E-9,786.949E-9,-6.251E-6,1.341E-6,2.516E-6
-557.546E-9,-543.123E-9,79.847E-9,-639.473E-9,-530.103E-9,99.678E-9,-819.955E-9,-568.162E-9,206.645E-9,-953.363E-9,-530.303E-9,249.111E-9,-1.364E-6,-493.446E-9,465.649E-9,-2.289E-6,-350.824E-9,786.348E-9,-6.251E-6,1.341E-6,2.516E-6
